Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Betyg per ämne årskurs 6
Valt läsår: 2018/19

;;;;;;Antal elever;Antal elever;Antal elever;Andel (%) med A-E;Andel (%) med A-E;Andel (%) med A-E;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;Genomsnittlig betygspoäng;
Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Ämne;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;Totalt;Flickor;Pojkar;
Göteborg;1480;Västra Götalands län;14;Enskild;Moderna språk som elevens val;27;15;12;~100;~100;~100;11,4;11,8;11,0;
Götene;1471;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;..;..;..;..;..;..;..;..;..;
Götene;1471;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;..;..;..;..;..;..;..;..;..;
Habo;0643;Jönköpings län;06;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Habo;0643;Jönköpings län;06;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hagfors;1783;Värmlands län;17;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hagfors;1783;Värmlands län;17;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hallsberg;1861;Örebro län;18;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hallsberg;1861;Örebro län;18;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hallstahammar;1961;Västmanlands län;19;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hallstahammar;1961;Västmanlands län;19;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Halmstad;1380;Hallands län;13;Samtliga;Moderna språk som elevens val;..;..;..;..;.;..;..;.;..;
Halmstad;1380;Hallands län;13;Kommunal;Moderna språk som elevens val;..;..;..;..;.;..;..;.;..;
Halmstad;1380;Hallands län;13;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hammarö;1761;Värmlands län;17;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hammarö;1761;Värmlands län;17;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Haninge;0136;Stockholms län;01;Samtliga;Moderna språk som elevens val;..;..;..;..;..;..;..;..;..;
Haninge;0136;Stockholms län;01;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Haninge;0136;Stockholms län;01;Enskild;Moderna språk som elevens val;..;..;..;..;..;..;..;..;..;
Haparanda;2583;Norrbottens län;25;Samtliga;Moderna språk som elevens val;11;..;..;..;..;..;14,8;..;..;
Haparanda;2583;Norrbottens län;25;Kommunal;Moderna språk som elevens val;11;..;..;..;..;..;14,8;..;..;
Haparanda;2583;Norrbottens län;25;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Heby;0331;Uppsala län;03;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Heby;0331;Uppsala län;03;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Heby;0331;Uppsala län;03;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hedemora;2083;Dalarnas län;20;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hedemora;2083;Dalarnas län;20;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hedemora;2083;Dalarnas län;20;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Helsingborg;1283;Skåne län;12;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Helsingborg;1283;Skåne län;12;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Helsingborg;1283;Skåne län;12;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Herrljunga;1466;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Herrljunga;1466;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hjo;1497;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hjo;1497;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hofors;2104;Gävleborgs län;21;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hofors;2104;Gävleborgs län;21;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Huddinge;0126;Stockholms län;01;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Huddinge;0126;Stockholms län;01;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Huddinge;0126;Stockholms län;01;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hudiksvall;2184;Gävleborgs län;21;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hultsfred;0860;Kalmar län;08;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hultsfred;0860;Kalmar län;08;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hultsfred;0860;Kalmar län;08;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hylte;1315;Hallands län;13;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hylte;1315;Hallands län;13;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hylte;1315;Hallands län;13;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Håbo;0305;Uppsala län;03;Samtliga;Moderna språk som elevens val;..;..;..;..;..;..;..;..;..;
Håbo;0305;Uppsala län;03;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Håbo;0305;Uppsala län;03;Enskild;Moderna språk som elevens val;..;..;..;..;..;..;..;..;..;
Hällefors;1863;Örebro län;18;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hällefors;1863;Örebro län;18;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Härjedalen;2361;Jämtlands län;23;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Härjedalen;2361;Jämtlands län;23;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Härnösand;2280;Västernorrlands län;22;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Härnösand;2280;Västernorrlands län;22;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Härnösand;2280;Västernorrlands län;22;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Härryda;1401;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Härryda;1401;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Härryda;1401;Västra Götalands län;14;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hässleholm;1293;Skåne län;12;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hässleholm;1293;Skåne län;12;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hässleholm;1293;Skåne län;12;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Höganäs;1284;Skåne län;12;Samtliga;Moderna språk som elevens val;15;..;..;100,0;..;..;15,3;..;..;
Höganäs;1284;Skåne län;12;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Höganäs;1284;Skåne län;12;Enskild;Moderna språk som elevens val;15;..;..;100,0;..;..;15,3;..;..;
Högsby;0821;Kalmar län;08;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Högsby;0821;Kalmar län;08;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hörby;1266;Skåne län;12;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hörby;1266;Skåne län;12;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Hörby;1266;Skåne län;12;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Höör;1267;Skåne län;12;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Höör;1267;Skåne län;12;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Höör;1267;Skåne län;12;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Jokkmokk;2510;Norrbottens län;25;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Jokkmokk;2510;Norrbottens län;25;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Jokkmokk;2510;Norrbottens län;25;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Järfälla;0123;Stockholms län;01;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Järfälla;0123;Stockholms län;01;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Järfälla;0123;Stockholms län;01;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Jönköping;0680;Jönköpings län;06;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Jönköping;0680;Jönköpings län;06;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Jönköping;0680;Jönköpings län;06;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kalix;2514;Norrbottens län;25;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kalix;2514;Norrbottens län;25;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kalix;2514;Norrbottens län;25;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kalmar;0880;Kalmar län;08;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kalmar;0880;Kalmar län;08;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kalmar;0880;Kalmar län;08;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlsborg;1446;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlsborg;1446;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlsborg;1446;Västra Götalands län;14;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlshamn;1082;Blekinge län;10;Samtliga;Moderna språk som elevens val;..;..;..;..;..;..;..;..;..;
Karlshamn;1082;Blekinge län;10;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlshamn;1082;Blekinge län;10;Enskild;Moderna språk som elevens val;..;..;..;..;..;..;..;..;..;
Karlskoga;1883;Örebro län;18;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlskoga;1883;Örebro län;18;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlskoga;1883;Örebro län;18;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlskrona;1080;Blekinge län;10;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlskrona;1080;Blekinge län;10;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlskrona;1080;Blekinge län;10;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlstad;1780;Värmlands län;17;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlstad;1780;Värmlands län;17;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Karlstad;1780;Värmlands län;17;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Katrineholm;0483;Södermanlands län;04;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Katrineholm;0483;Södermanlands län;04;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Katrineholm;0483;Södermanlands län;04;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kil;1715;Värmlands län;17;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kil;1715;Värmlands län;17;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kinda;0513;Östergötlands län;05;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kinda;0513;Östergötlands län;05;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kiruna;2584;Norrbottens län;25;Statlig;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kiruna;2584;Norrbottens län;25;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kiruna;2584;Norrbottens län;25;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kiruna;2584;Norrbottens län;25;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Klippan;1276;Skåne län;12;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Klippan;1276;Skåne län;12;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Klippan;1276;Skåne län;12;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Knivsta;0330;Uppsala län;03;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Knivsta;0330;Uppsala län;03;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Knivsta;0330;Uppsala län;03;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kramfors;2282;Västernorrlands län;22;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kramfors;2282;Västernorrlands län;22;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kramfors;2282;Västernorrlands län;22;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kristianstad;1290;Skåne län;12;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kristianstad;1290;Skåne län;12;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kristianstad;1290;Skåne län;12;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kristinehamn;1781;Värmlands län;17;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kristinehamn;1781;Värmlands län;17;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Krokom;2309;Jämtlands län;23;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Krokom;2309;Jämtlands län;23;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kumla;1881;Örebro län;18;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kumla;1881;Örebro län;18;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kungsbacka;1384;Hallands län;13;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kungsbacka;1384;Hallands län;13;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kungsbacka;1384;Hallands län;13;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kungsör;1960;Västmanlands län;19;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kungsör;1960;Västmanlands län;19;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kungälv;1482;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kungälv;1482;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kungälv;1482;Västra Götalands län;14;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kävlinge;1261;Skåne län;12;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kävlinge;1261;Skåne län;12;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Kävlinge;1261;Skåne län;12;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Köping;1983;Västmanlands län;19;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Köping;1983;Västmanlands län;19;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Laholm;1381;Hallands län;13;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Laholm;1381;Hallands län;13;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Laholm;1381;Hallands län;13;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Landskrona;1282;Skåne län;12;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Landskrona;1282;Skåne län;12;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Landskrona;1282;Skåne län;12;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Laxå;1860;Örebro län;18;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Laxå;1860;Örebro län;18;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lekeberg;1814;Örebro län;18;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lekeberg;1814;Örebro län;18;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Leksand;2029;Dalarnas län;20;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Leksand;2029;Dalarnas län;20;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Leksand;2029;Dalarnas län;20;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lerum;1441;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lerum;1441;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lerum;1441;Västra Götalands län;14;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lessebo;0761;Kronobergs län;07;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lessebo;0761;Kronobergs län;07;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lidingö;0186;Stockholms län;01;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lidingö;0186;Stockholms län;01;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lidingö;0186;Stockholms län;01;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lidköping;1494;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lidköping;1494;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lidköping;1494;Västra Götalands län;14;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lilla Edet;1462;Västra Götalands län;14;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lindesberg;1885;Örebro län;18;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lindesberg;1885;Örebro län;18;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lindesberg;1885;Örebro län;18;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Linköping;0580;Östergötlands län;05;Samtliga;Moderna språk som elevens val;12;..;..;~100;..;..;16,5;..;..;
Linköping;0580;Östergötlands län;05;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Linköping;0580;Östergötlands län;05;Enskild;Moderna språk som elevens val;12;..;..;~100;..;..;16,5;..;..;
Ljungby;0781;Kronobergs län;07;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Ljungby;0781;Kronobergs län;07;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Ljungby;0781;Kronobergs län;07;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Ljusdal;2161;Gävleborgs län;21;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Ljusdal;2161;Gävleborgs län;21;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Ljusdal;2161;Gävleborgs län;21;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Ljusnarsberg;1864;Örebro län;18;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Ljusnarsberg;1864;Örebro län;18;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lomma;1262;Skåne län;12;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lomma;1262;Skåne län;12;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lomma;1262;Skåne län;12;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Ludvika;2085;Dalarnas län;20;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Ludvika;2085;Dalarnas län;20;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Luleå;2580;Norrbottens län;25;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Luleå;2580;Norrbottens län;25;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Luleå;2580;Norrbottens län;25;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lund;1281;Skåne län;12;Samtliga;Moderna språk som elevens val;..;..;..;..;..;.;..;..;.;
Lund;1281;Skåne län;12;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lund;1281;Skåne län;12;Enskild;Moderna språk som elevens val;..;..;..;..;..;.;..;..;.;
Lycksele;2481;Västerbottens län;24;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lycksele;2481;Västerbottens län;24;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lysekil;1484;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Lysekil;1484;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Malmö;1280;Skåne län;12;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Malmö;1280;Skåne län;12;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Malmö;1280;Skåne län;12;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Malå;2418;Västerbottens län;24;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Malå;2418;Västerbottens län;24;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mariestad;1493;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mariestad;1493;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mariestad;1493;Västra Götalands län;14;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mark;1463;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;40;27;13;~100;~100;~100;13,2;14,0;11,5;
Mark;1463;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;40;27;13;~100;~100;~100;13,2;14,0;11,5;
Mark;1463;Västra Götalands län;14;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Markaryd;0767;Kronobergs län;07;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Markaryd;0767;Kronobergs län;07;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mellerud;1461;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mellerud;1461;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mjölby;0586;Östergötlands län;05;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mjölby;0586;Östergötlands län;05;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mora;2062;Dalarnas län;20;Samtliga;Moderna språk som elevens val;15;..;..;~100;..;..;15,4;..;..;
Mora;2062;Dalarnas län;20;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mora;2062;Dalarnas län;20;Enskild;Moderna språk som elevens val;15;..;..;~100;..;..;15,4;..;..;
Motala;0583;Östergötlands län;05;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Motala;0583;Östergötlands län;05;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Motala;0583;Östergötlands län;05;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mullsjö;0642;Jönköpings län;06;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mullsjö;0642;Jönköpings län;06;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Munkedal;1430;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Munkedal;1430;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Munkfors;1762;Värmlands län;17;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Munkfors;1762;Värmlands län;17;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mölndal;1481;Västra Götalands län;14;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mölndal;1481;Västra Götalands län;14;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mölndal;1481;Västra Götalands län;14;Enskild;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mönsterås;0861;Kalmar län;08;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mönsterås;0861;Kalmar län;08;Kommunal;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
Mörbylånga;0840;Kalmar län;08;Samtliga;Moderna språk som elevens val;.;.;.;.;.;.;.;.;.;
